,level_2,level_3,level_4,level_5,[LOGGING],RD81DL96_1,2,3,4
324,-11.0,1.0,2.0,-10.0,19827.0,16500.0,13429.0,10614.0,8055.0
325,-11.0,1.0,2.0,-10.0,15106.0,15619.0,16388.0,17413.0,18694.0
326,-10.0,1.0,2.0,-9.0,2449.0,6802.0,11411.0,16276.0,21397.0
327,-11.0,1.0,2.0,-9.0,14624.0,22817.0,31266.0,7203.0,16164.0
328,-14.0,1.0,2.0,-14.0,28074.0,6059.0,17068.0,28333.0,7086.0
329,-14.0,1.0,2.0,-13.0,5177.0,19770.0,1851.0,16956.0,32317.0
330,-13.0,1.0,2.0,-13.0,7112.0,25545.0,11466.0,30411.0,16844.0
331,-12.0,1.0,2.0,-12.0,1111.0,23384.0,13145.0,3162.0,26203.0
332,-11.0,1.0,2.0,-10.0,19942.0,13287.0,6888.0,745.0,27626.0
333,-10.0,1.0,2.0,-9.0,15984.0,11889.0,8050.0,4467.0,1140.0
334,-11.0,1.0,2.0,-9.0,32511.0,32256.0,32257.0,32514.0,259.0
335,-11.0,1.0,2.0,-9.0,27017.0,29322.0,31883.0,1932.0,5005.0
336,-14.0,1.0,2.0,-15.0,8472.0,14617.0,21018.0,27675.0,1820.0
337,-14.0,1.0,2.0,-14.0,14759.0,24744.0,2217.0,12714.0,23467.0
338,-12.0,1.0,2.0,-13.0,13110.0,26935.0,8248.0,22585.0,4410.0
339,-12.0,1.0,2.0,-11.0,17344.0,961.0,17602.0,1731.0,18884.0
340,-11.0,1.0,2.0,-11.0,13391.0,848.0,21329.0,9298.0,30291.0
341,-10.0,1.0,2.0,-10.0,1502.0,25567.0,17120.0,8929.0,994.0
342,-11.0,1.0,2.0,-9.0,14445.0,9582.0,4975.0,624.0,29297.0
343,-10.0,1.0,2.0,-7.0,19452.0,18429.0,17662.0,17151.0,16896.0
344,-15.0,1.0,2.0,-14.0,6278.0,7815.0,9608.0,11657.0,13962.0
345,-14.0,1.0,2.0,-14.0,8981.0,14358.0,19991.0,25880.0,32025.0
346,-13.0,1.0,2.0,-12.0,3748.0,12965.0,22438.0,32167.0,9384.0
347,-11.0,1.0,2.0,-12.0,23347.0,3636.0,16949.0,30518.0,11575.0
348,-11.0,1.0,2.0,-10.0,2242.0,19139.0,3524.0,20933.0,5830.0
349,-11.0,1.0,2.0,-9.0,5969.0,26706.0,14931.0,3412.0,24917.0
350,-11.0,1.0,2.0,-9.0,13787.0,4316.0,27869.0,18910.0,10207.0
351,-11.0,1.0,2.0,-9.0,15210.0,9579.0,4204.0,31853.0,26990.0
352,-15.0,1.0,2.0,-15.0,8697.0,6906.0,5371.0,4092.0,3069.0
353,-13.0,1.0,2.0,-14.0,20611.0,21380.0,22405.0,23686.0,25223.0
354,-12.0,1.0,2.0,-12.0,11794.0,16403.0,21268.0,26389.0,31766.0
355,-12.0,1.0,2.0,-12.0,27809.0,3490.0,12195.0,21156.0,30373.0
356,-12.0,1.0,2.0,-11.0,3120.0,15409.0,27954.0,7987.0,21044.0
357,-11.0,1.0,2.0,-10.0,24762.0,6843.0,21948.0,4541.0,20158.0
358,-10.0,1.0,2.0,-9.0,30537.0,16458.0,2635.0,21836.0,8525.0
359,-11.0,1.0,2.0,-9.0,28376.0,18137.0,8154.0,31195.0,21724.0
360,-15.0,1.0,2.0,-14.0,21346.0,13667.0,6244.0,31845.0,24934.0
361,-13.0,1.0,2.0,-14.0,16881.0,13042.0,9459.0,6132.0,3061.0
362,-13.0,1.0,2.0,-13.0,4480.0,4481.0,4738.0,5251.0,6020.0
363,-11.0,1.0,2.0,-11.0,16911.0,20752.0,24849.0,29202.0,1043.0
364,-12.0,1.0,2.0,-11.0,19609.0,26010.0,32667.0,6812.0,13981.0
365,-11.0,1.0,2.0,-11.0,29736.0,7209.0,17706.0,28459.0,6700.0
366,-11.0,1.0,2.0,-8.0,31927.0,13240.0,27577.0,9402.0,24251.0
367,-10.0,1.0,2.0,-9.0,26182.0,11335.0,29512.0,15177.0,1098.0
368,-14.0,1.0,2.0,-15.0,12501.0,1494.0,23511.0,13016.0,2777.0
369,-13.0,1.0,2.0,-13.0,23652.0,16485.0,9574.0,2919.0,29288.0
370,-13.0,1.0,2.0,-13.0,14574.0,9967.0,5616.0,1521.0,30450.0
371,-12.0,1.0,2.0,-13.0,23421.0,22654.0,22143.0,21888.0,21889.0
372,-11.0,1.0,2.0,-11.0,24332.0,27405.0,30734.0,1551.0,5392.0
373,-11.0,1.0,2.0,-9.0,17307.0,24220.0,31389.0,6046.0,13727.0
374,-11.0,1.0,2.0,-9.0,17957.0,27430.0,4391.0,14376.0,24617.0
375,-11.0,1.0,2.0,-9.0,8628.0,21941.0,2742.0,16567.0,30648.0
376,-15.0,1.0,2.0,-15.0,24131.0,8516.0,25925.0,10822.0,28743.0
377,-14.0,1.0,2.0,-14.0,28877.0,15822.0,3023.0,23248.0,10961.0
378,-12.0,1.0,2.0,-13.0,9308.0,93.0,23902.0,15199.0,6752.0
379,-12.0,1.0,2.0,-12.0,14571.0,9196.0,4077.0,31982.0,27375.0
380,-11.0,1.0,2.0,-11.0,23413.0,20598.0,18039.0,15736.0,13689.0
381,-11.0,1.0,2.0,-10.0,26372.0,27397.0,28678.0,30215.0,32008.0
382,-11.0,1.0,2.0,-9.0,21395.0,26260.0,31381.0,3990.0,9623.0
383,-10.0,1.0,2.0,-7.0,8482.0,17187.0,26148.0,2597.0,12070.0
384,-13.0,1.0,2.0,-14.0,20401.0,178.0,12979.0,26036.0,6581.0
385,-14.0,1.0,2.0,-14.0,11835.0,26940.0,9533.0,25150.0,8255.0
386,-12.0,1.0,2.0,-13.0,21450.0,7627.0,26828.0,13517.0,462.0
387,-12.0,1.0,2.0,-12.0,23129.0,13146.0,3419.0,26716.0,17501.0
388,-11.0,1.0,2.0,-11.0,16872.0,10729.0,4842.0,31979.0,26604.0
389,-11.0,1.0,2.0,-9.0,2679.0,376.0,31097.0,29306.0,27771.0
390,-11.0,1.0,2.0,-10.0,13318.0,14855.0,16648.0,18697.0,21002.0
391,-9.0,1.0,2.0,-9.0,16021.0,21398.0,27031.0,152.0,6297.0
392,-14.0,1.0,2.0,-21.0,1311.0,9248.0,17441.0,25890.0,1827.0
1,-15.0,1.0,2.0,-13.0,26933.0,7734.0,21559.0,2872.0,17209.0
2,0.0,1.0,2.0,-1.0,13508.0,30917.0,15814.0,967.0,19144.0
3,7.0,1.0,2.0,7.0,20814.0,8015.0,28240.0,15953.0,3922.0
4,13.0,1.0,2.0,12.0,5085.0,28894.0,20191.0,11744.0,3553.0
5,8.0,1.0,2.0,8.0,10855.0,4456.0,31081.0,25194.0,19563.0
6,1.0,1.0,2.0,2.0,25590.0,23031.0,20728.0,18681.0,16890.0
7,8.0,1.0,2.0,9.0,32389.0,902.0,2439.0,4232.0,6281.0
8,8.0,1.0,2.0,6.0,31252.0,3605.0,8982.0,14615.0,20504.0
9,9.0,1.0,2.0,9.0,22179.0,31140.0,7589.0,17062.0,26791.0
10,2.0,1.0,2.0,2.0,10541.0,22062.0,1071.0,13104.0,25393.0
11,9.0,1.0,2.0,9.0,12993.0,29634.0,13763.0,30916.0,15557.0
12,7.0,1.0,2.0,5.0,12619.0,31820.0,18509.0,5454.0,25423.0
13,8.0,1.0,2.0,9.0,18138.0,8411.0,31708.0,22493.0,13534.0
14,1.0,1.0,2.0,1.0,15721.0,9834.0,4203.0,31596.0,26477.0
15,10.0,1.0,2.0,9.0,5368.0,3321.0,1530.0,32763.0,31484.0
16,6.0,1.0,2.0,6.0,19847.0,21640.0,23689.0,25994.0,28555.0
17,8.0,1.0,2.0,8.0,2065.0,6418.0,11027.0,15892.0,21013.0
18,3.0,1.0,2.0,3.0,14240.0,22433.0,30882.0,6819.0,15780.0
19,9.0,1.0,2.0,9.0,27690.0,5675.0,16684.0,27949.0,6702.0
20,9.0,1.0,2.0,7.0,4793.0,19386.0,1467.0,16572.0,31933.0
21,9.0,1.0,2.0,8.0,6728.0,25161.0,11082.0,30027.0,16460.0
22,2.0,1.0,2.0,0.0,727.0,23000.0,12761.0,2778.0,25819.0
23,10.0,1.0,2.0,10.0,23905.0,15970.0,8291.0,868.0,26469.0
24,6.0,1.0,2.0,5.0,15600.0,11505.0,7666.0,4083.0,756.0
25,9.0,1.0,2.0,9.0,32127.0,31872.0,31873.0,32130.0,32643.0
26,4.0,1.0,2.0,2.0,26633.0,28938.0,31499.0,1548.0,4621.0
27,10.0,1.0,2.0,8.0,8088.0,14233.0,20634.0,27291.0,1436.0
28,9.0,1.0,2.0,8.0,14375.0,24360.0,1833.0,12330.0,23083.0
29,8.0,1.0,2.0,8.0,12726.0,26551.0,7864.0,22201.0,4026.0
30,1.0,1.0,2.0,0.0,16960.0,577.0,17218.0,1347.0,18500.0
31,8.0,1.0,2.0,10.0,13007.0,464.0,20945.0,8914.0,29907.0
32,5.0,1.0,2.0,3.0,1118.0,25183.0,16736.0,8545.0,610.0
33,9.0,1.0,2.0,9.0,9448.0,3305.0,30186.0,24555.0,19180.0
34,3.0,1.0,2.0,2.0,28023.0,25720.0,23673.0,21882.0,20347.0
35,9.0,1.0,2.0,10.0,5894.0,7431.0,9224.0,11273.0,13578.0
36,7.0,1.0,2.0,7.0,8597.0,13974.0,19607.0,25496.0,31641.0
37,8.0,1.0,2.0,8.0,3364.0,12581.0,22054.0,31783.0,9000.0
38,4.0,1.0,2.0,2.0,27054.0,6063.0,18096.0,30385.0,10162.0
39,10.0,1.0,2.0,10.0,19517.0,2366.0,18239.0,1600.0,17985.0
40,6.0,1.0,2.0,5.0,4044.0,23501.0,10446.0,30415.0,17872.0
41,9.0,1.0,2.0,10.0,13403.0,3932.0,27485.0,18526.0,9823.0
42,1.0,1.0,2.0,1.0,14826.0,9195.0,3820.0,31469.0,26606.0
43,9.0,1.0,2.0,9.0,21108.0,18037.0,15222.0,12663.0,10360.0
44,7.0,1.0,2.0,7.0,20227.0,20996.0,22021.0,23302.0,24839.0
45,8.0,1.0,2.0,9.0,11410.0,16019.0,20884.0,26005.0,31382.0
46,1.0,1.0,2.0,2.0,27425.0,3106.0,11811.0,20772.0,29989.0
47,9.0,1.0,2.0,8.0,2736.0,15025.0,27570.0,7603.0,20660.0
48,7.0,1.0,2.0,5.0,2879.0,19008.0,2625.0,19266.0,3395.0
49,9.0,1.0,2.0,8.0,30153.0,16074.0,2251.0,21452.0,8141.0
50,1.0,1.0,2.0,2.0,27992.0,17753.0,7770.0,30811.0,21340.0
51,8.0,1.0,2.0,9.0,17895.0,11496.0,5353.0,32234.0,26603.0
52,7.0,1.0,2.0,5.0,32630.0,30071.0,27768.0,25721.0,23930.0
53,9.0,1.0,2.0,8.0,4096.0,4097.0,4354.0,4867.0,5636.0
54,1.0,1.0,2.0,1.0,16527.0,20368.0,24465.0,28818.0,659.0
55,9.0,1.0,1.0,8.0,21022.0,28703.0,3872.0,12065.0,20514.0
56,8.0,1.0,2.0,7.0,17581.0,29102.0,8111.0,20144.0,32433.0
57,8.0,1.0,2.0,9.0,31543.0,12856.0,27193.0,9018.0,23867.0
58,3.0,1.0,2.0,3.0,25798.0,10951.0,29128.0,14793.0,714.0
59,10.0,1.0,2.0,9.0,12117.0,1110.0,23127.0,12632.0,2393.0
60,7.0,1.0,2.0,8.0,30175.0,21728.0,13537.0,5602.0,30691.0
61,9.0,1.0,2.0,8.0,14190.0,9583.0,5232.0,1137.0,30066.0
62,0.0,1.0,2.0,1.0,23037.0,22270.0,21759.0,21504.0,21505.0
63,9.0,1.0,2.0,9.0,23948.0,27021.0,30350.0,1167.0,5008.0
64,5.0,1.0,2.0,4.0,18966.0,24599.0,30488.0,3865.0,10266.0
65,9.0,1.0,2.0,10.0,17573.0,27046.0,4007.0,13992.0,24233.0
66,4.0,1.0,2.0,2.0,8244.0,21557.0,2358.0,16183.0,30264.0
67,8.0,1.0,2.0,8.0,23747.0,8132.0,25541.0,10438.0,28359.0
68,8.0,1.0,2.0,7.0,31314.0,19539.0,8020.0,29525.0,18518.0
69,8.0,1.0,2.0,9.0,8924.0,32477.0,23518.0,14815.0,6368.0
70,1.0,1.0,2.0,0.0,14187.0,8812.0,3693.0,31598.0,26991.0
71,9.0,1.0,2.0,9.0,11514.0,9979.0,8700.0,7677.0,6910.0
72,5.0,1.0,2.0,4.0,905.0,3210.0,5771.0,8588.0,11661.0
73,8.0,1.0,2.0,9.0,21011.0,25876.0,30997.0,3606.0,9239.0
74,2.0,1.0,2.0,3.0,8098.0,16803.0,25764.0,2213.0,11686.0
75,9.0,1.0,2.0,8.0,20017.0,32562.0,12595.0,25652.0,6197.0
76,8.0,1.0,2.0,7.0,11451.0,26556.0,9149.0,24766.0,7871.0
77,8.0,1.0,2.0,9.0,21066.0,7243.0,26444.0,13133.0,78.0
78,2.0,1.0,2.0,3.0,22745.0,12762.0,3035.0,26332.0,17117.0
79,10.0,1.0,2.0,10.0,18275.0,10852.0,3685.0,29542.0,22887.0
80,6.0,1.0,2.0,6.0,17650.0,14067.0,10740.0,7669.0,4854.0
81,9.0,1.0,2.0,10.0,9089.0,9346.0,9859.0,10628.0,11653.0
82,3.0,1.0,2.0,2.0,8715.0,11532.0,14605.0,17934.0,21519.0
83,10.0,1.0,2.0,9.0,927.0,8864.0,17057.0,25506.0,1443.0
84,7.0,1.0,2.0,7.0,11817.0,22314.0,299.0,11308.0,22573.0
85,8.0,1.0,2.0,10.0,17848.0,32185.0,14010.0,28859.0,11196.0
86,2.0,1.0,2.0,2.0,15943.0,1352.0,19785.0,5706.0,24651.0
87,10.0,1.0,2.0,8.0,6102.0,28119.0,17624.0,7385.0,30170.0
88,7.0,1.0,2.0,6.0,26720.0,18529.0,10594.0,2915.0,28260.0
89,8.0,1.0,2.0,8.0,14575.0,10224.0,6129.0,2290.0,31475.0
90,2.0,1.0,2.0,2.0,27262.0,26751.0,26496.0,26497.0,26754.0
91,9.0,1.0,2.0,8.0,19208.0,21257.0,23562.0,26123.0,28940.0
92,6.0,1.0,2.0,5.0,29591.0,2712.0,8857.0,15258.0,21915.0
93,8.0,1.0,2.0,9.0,32038.0,8999.0,18984.0,29225.0,6954.0
94,4.0,1.0,2.0,1.0,26549.0,7350.0,21175.0,2488.0,16825.0
95,9.0,1.0,2.0,9.0,28223.0,11584.0,27969.0,11842.0,28739.0
96,6.0,1.0,2.0,6.0,20430.0,7631.0,27856.0,15569.0,3538.0
97,8.0,1.0,2.0,9.0,4701.0,28510.0,19807.0,11360.0,3169.0
98,3.0,1.0,2.0,4.0,13804.0,8685.0,3822.0,31983.0,27632.0
99,9.0,1.0,2.0,9.0,25206.0,22647.0,20344.0,18297.0,16506.0
100,9.0,1.0,2.0,8.0,32005.0,518.0,2055.0,3848.0,5897.0
101,7.0,1.0,2.0,10.0,30868.0,3221.0,8598.0,14231.0,20120.0
102,6.0,1.0,2.0,6.0,21795.0,30756.0,7205.0,16678.0,26407.0
103,14.0,1.0,2.0,9.0,4786.0,17587.0,30644.0,11189.0,24758.0
104,10.0,1.0,2.0,9.0,12609.0,29250.0,13379.0,30532.0,15173.0
105,7.0,1.0,2.0,6.0,12235.0,31436.0,18125.0,5070.0,25039.0
106,8.0,1.0,2.0,7.0,17754.0,8027.0,31324.0,22109.0,13150.0
107,7.0,1.0,2.0,7.0,15844.0,8677.0,1766.0,27879.0,21480.0
108,8.0,1.0,2.0,7.0,19059.0,15732.0,12661.0,9846.0,7287.0
109,9.0,1.0,2.0,8.0,14338.0,14851.0,15620.0,16645.0,17926.0
110,8.0,1.0,2.0,7.0,1681.0,6034.0,10643.0,15508.0,20629.0
111,7.0,1.0,2.0,7.0,13856.0,22049.0,30498.0,6435.0,15396.0
112,8.0,1.0,2.0,8.0,27306.0,5291.0,16300.0,27565.0,6318.0
113,8.0,1.0,2.0,8.0,4409.0,19002.0,1083.0,16188.0,31549.0
114,9.0,1.0,2.0,9.0,6344.0,24777.0,10698.0,29643.0,16076.0
115,8.0,1.0,2.0,6.0,343.0,22616.0,12377.0,2394.0,25435.0
116,7.0,1.0,2.0,7.0,23521.0,15586.0,7907.0,484.0,26085.0
117,8.0,1.0,2.0,7.0,15216.0,11121.0,7282.0,3699.0,372.0
118,7.0,1.0,2.0,7.0,31743.0,31488.0,31489.0,31746.0,32259.0
119,9.0,1.0,2.0,8.0,7566.0,11151.0,14992.0,19089.0,23442.0
120,7.0,1.0,2.0,7.0,7704.0,13849.0,20250.0,26907.0,1052.0
121,7.0,1.0,2.0,7.0,13991.0,23976.0,1449.0,11946.0,22699.0
122,8.0,1.0,2.0,8.0,12593.0,25138.0,5171.0,18228.0,31541.0
123,8.0,1.0,2.0,8.0,16576.0,193.0,16834.0,963.0,18116.0
124,10.0,1.0,2.0,9.0,12623.0,80.0,20561.0,8530.0,29523.0
125,7.0,1.0,2.0,7.0,734.0,24799.0,16352.0,8161.0,226.0
126,7.0,1.0,2.0,7.0,13677.0,8814.0,4207.0,32624.0,28529.0
127,6.0,1.0,2.0,7.0,27639.0,25336.0,23289.0,21498.0,19963.0
128,8.0,1.0,2.0,8.0,5510.0,7047.0,8840.0,10889.0,13194.0
129,8.0,1.0,2.0,7.0,8213.0,13590.0,19223.0,25112.0,31257.0
130,8.0,1.0,2.0,8.0,2980.0,12197.0,21670.0,31399.0,8616.0
131,7.0,1.0,2.0,7.0,26670.0,5679.0,17712.0,30001.0,9778.0
132,8.0,1.0,2.0,8.0,19133.0,1982.0,17855.0,1216.0,17601.0
133,7.0,1.0,2.0,8.0,3660.0,23117.0,10062.0,30031.0,17488.0
134,10.0,1.0,2.0,9.0,31446.0,20695.0,10200.0,32729.0,22746.0
135,7.0,1.0,2.0,7.0,13669.0,6758.0,103.0,26472.0,20329.0
136,7.0,1.0,2.0,7.0,20724.0,17653.0,14838.0,12279.0,9976.0
137,8.0,1.0,2.0,7.0,19843.0,20612.0,21637.0,22918.0,24455.0
138,8.0,1.0,2.0,7.0,24589.0,27918.0,31503.0,2576.0,6673.0
139,8.0,1.0,2.0,9.0,21404.0,28573.0,3230.0,10911.0,18848.0
140,7.0,1.0,2.0,7.0,10283.0,21292.0,32557.0,11310.0,23087.0
141,7.0,1.0,2.0,7.0,19125.0,32694.0,13751.0,27832.0,9401.0
142,8.0,1.0,2.0,8.0,5700.0,23109.0,8006.0,25927.0,11336.0
143,8.0,1.0,2.0,8.0,17107.0,5588.0,27093.0,16086.0,5335.0
144,9.0,1.0,2.0,9.0,20578.0,12899.0,5476.0,31077.0,24166.0
145,7.0,1.0,2.0,6.0,6380.0,1261.0,29166.0,24559.0,20208.0
146,7.0,1.0,2.0,6.0,7547.0,6268.0,5245.0,4478.0,3967.0
147,7.0,1.0,2.0,6.0,778.0,3339.0,6156.0,9229.0,12558.0
148,9.0,1.0,2.0,7.0,18841.0,25242.0,31899.0,6044.0,13213.0
149,8.0,1.0,2.0,8.0,28968.0,6441.0,16938.0,27691.0,5932.0
150,7.0,1.0,2.0,7.0,31159.0,12472.0,26809.0,8634.0,23483.0
151,7.0,1.0,2.0,7.0,5185.0,21826.0,5955.0,23108.0,7749.0
152,9.0,1.0,2.0,8.0,5072.0,25553.0,13522.0,1747.0,22996.0
153,8.0,1.0,2.0,7.0,29791.0,21344.0,13153.0,5218.0,30307.0
154,10.0,1.0,2.0,9.0,13806.0,9199.0,4848.0,753.0,29682.0
155,7.0,1.0,2.0,6.0,22653.0,21886.0,21375.0,21120.0,21121.0
156,8.0,1.0,2.0,7.0,12039.0,13832.0,15881.0,18186.0,20747.0
157,7.0,1.0,2.0,6.0,18582.0,24215.0,30104.0,3481.0,9882.0
158,7.0,1.0,2.0,7.0,17189.0,26662.0,3623.0,13608.0,23849.0
159,8.0,1.0,2.0,7.0,7860.0,21173.0,1974.0,15799.0,29880.0
160,8.0,1.0,2.0,7.0,6974.0,22847.0,6208.0,22593.0,6466.0
161,7.0,1.0,2.0,6.0,28109.0,15054.0,2255.0,22480.0,10193.0
162,8.0,1.0,2.0,8.0,8540.0,32093.0,23134.0,14431.0,5984.0
163,8.0,1.0,2.0,8.0,13803.0,8428.0,3309.0,31214.0,26607.0
164,10.0,1.0,2.0,9.0,11130.0,9595.0,8316.0,7293.0,6526.0
165,8.0,1.0,2.0,7.0,25604.0,26629.0,27910.0,29447.0,31240.0
166,8.0,1.0,2.0,8.0,20627.0,25492.0,30613.0,3222.0,8855.0
167,7.0,1.0,2.0,7.0,7714.0,16419.0,25380.0,1829.0,11302.0
168,7.0,1.0,2.0,7.0,19633.0,32178.0,12211.0,25268.0,5813.0
169,9.0,1.0,2.0,8.0,23616.0,7233.0,23874.0,8003.0,25156.0
170,8.0,1.0,2.0,7.0,20682.0,6859.0,26060.0,12749.0,32462.0
171,7.0,1.0,2.0,7.0,22361.0,12378.0,2651.0,25948.0,16733.0
172,8.0,1.0,2.0,8.0,16104.0,9961.0,4074.0,31211.0,25836.0
173,9.0,1.0,2.0,7.0,17266.0,13683.0,10356.0,7285.0,4470.0
174,9.0,1.0,2.0,9.0,8705.0,8962.0,9475.0,10244.0,11269.0
175,7.0,1.0,2.0,7.0,24976.0,29073.0,658.0,5267.0,10132.0
176,8.0,1.0,2.0,7.0,543.0,8480.0,16673.0,25122.0,1059.0
177,7.0,1.0,2.0,7.0,942.0,12719.0,24752.0,4273.0,16818.0
178,7.0,1.0,2.0,7.0,26173.0,9022.0,24895.0,8256.0,24641.0
179,8.0,1.0,2.0,8.0,15559.0,968.0,19401.0,5322.0,24267.0
180,8.0,1.0,2.0,8.0,5718.0,27735.0,17240.0,7001.0,29786.0
181,8.0,1.0,2.0,7.0,26336.0,18145.0,10210.0,2531.0,27876.0
182,7.0,1.0,2.0,7.0,14191.0,9840.0,5745.0,1906.0,31091.0
183,7.0,1.0,2.0,8.0,26878.0,26367.0,26112.0,26113.0,26370.0
184,9.0,1.0,2.0,9.0,18824.0,20873.0,23178.0,25739.0,28556.0
185,8.0,1.0,2.0,8.0,29207.0,2328.0,8473.0,14874.0,21531.0
186,8.0,1.0,2.0,7.0,31654.0,8615.0,18600.0,28841.0,6570.0
187,7.0,1.0,2.0,7.0,27696.0,7217.0,19762.0,32563.0,12852.0
188,8.0,1.0,2.0,7.0,27839.0,11200.0,27585.0,11458.0,28355.0
189,9.0,1.0,2.0,8.0,20046.0,7247.0,27472.0,15185.0,3154.0
190,7.0,1.0,2.0,7.0,4317.0,28126.0,19423.0,10976.0,2785.0
191,8.0,1.0,2.0,7.0,13420.0,8301.0,3438.0,31599.0,27248.0
192,7.0,1.0,2.0,8.0,14587.0,13308.0,12285.0,11518.0,11007.0
193,7.0,1.0,2.0,7.0,31621.0,134.0,1671.0,3464.0,5513.0
194,10.0,1.0,2.0,9.0,30484.0,2837.0,8214.0,13847.0,19736.0
195,8.0,1.0,2.0,7.0,21411.0,30372.0,6821.0,16294.0,26023.0
196,8.0,1.0,2.0,7.0,4402.0,17203.0,30260.0,10805.0,24374.0
197,7.0,1.0,2.0,7.0,12225.0,28866.0,12995.0,30148.0,14789.0
198,7.0,1.0,2.0,7.0,11851.0,31052.0,17741.0,4686.0,24655.0
199,8.0,1.0,2.0,8.0,17370.0,7643.0,30940.0,21725.0,12766.0
200,7.0,1.0,2.0,7.0,15460.0,8293.0,1382.0,27495.0,21096.0
201,7.0,1.0,2.0,6.0,18675.0,15348.0,12277.0,9462.0,6903.0
202,8.0,1.0,2.0,12.0,13954.0,14467.0,15236.0,16261.0,17542.0
203,7.0,1.0,2.0,3.0,1297.0,5650.0,10259.0,15124.0,20245.0
204,11.0,1.0,2.0,4.0,9115.0,16028.0,23197.0,30622.0,5535.0
205,19.0,1.0,2.0,16.0,26922.0,4907.0,15916.0,27181.0,5934.0
206,12.0,1.0,2.0,9.0,4025.0,18618.0,699.0,15804.0,31165.0
207,14.0,1.0,2.0,11.0,15939.0,324.0,17733.0,2630.0,20551.0
208,15.0,1.0,2.0,12.0,32727.0,22232.0,11993.0,2010.0,25051.0
209,14.0,1.0,2.0,11.0,23137.0,15202.0,7523.0,100.0,25701.0
210,16.0,1.0,1.0,13.0,14832.0,10737.0,6898.0,3315.0,32756.0
211,17.0,1.0,2.0,13.0,31359.0,31104.0,31105.0,31362.0,31875.0
212,19.0,1.0,2.0,16.0,25865.0,28170.0,30731.0,780.0,3853.0
213,20.0,1.0,2.0,18.0,7320.0,13465.0,19866.0,26523.0,668.0
214,13.0,1.0,2.0,8.0,13607.0,23592.0,1065.0,11562.0,22315.0
215,13.0,1.0,2.0,10.0,11958.0,25783.0,7096.0,21433.0,3258.0
216,13.0,1.0,2.0,9.0,2373.0,20038.0,5191.0,23368.0,9033.0
217,16.0,1.0,2.0,12.0,12239.0,32464.0,20177.0,8146.0,29139.0
218,16.0,1.0,2.0,13.0,350.0,24415.0,15968.0,7777.0,32610.0
219,17.0,1.0,2.0,14.0,13293.0,8430.0,3823.0,32240.0,28145.0
220,18.0,1.0,2.0,15.0,27255.0,24952.0,22905.0,21114.0,19579.0
221,17.0,1.0,2.0,16.0,5126.0,6663.0,8456.0,10505.0,12810.0
222,12.0,1.0,2.0,9.0,7829.0,13206.0,18839.0,24728.0,30873.0
223,14.0,1.0,2.0,11.0,2596.0,11813.0,21286.0,31015.0,8232.0
224,14.0,1.0,2.0,10.0,22195.0,2484.0,15797.0,29366.0,10423.0
225,15.0,1.0,2.0,12.0,1090.0,17987.0,2372.0,19781.0,4678.0
226,16.0,1.0,2.0,12.0,3276.0,22733.0,9678.0,29647.0,17104.0
227,19.0,1.0,2.0,15.0,12635.0,3164.0,26717.0,17758.0,9055.0
228,19.0,1.0,2.0,17.0,14058.0,8427.0,3052.0,30701.0,25838.0
229,11.0,1.0,2.0,7.0,7545.0,5754.0,4219.0,2940.0,1917.0
230,13.0,1.0,2.0,9.0,19459.0,20228.0,21253.0,22534.0,24071.0
231,12.0,1.0,2.0,8.0,10642.0,15251.0,20116.0,25237.0,30614.0
232,14.0,1.0,2.0,11.0,26657.0,2338.0,11043.0,20004.0,29221.0
233,16.0,1.0,2.0,12.0,1968.0,14257.0,26802.0,6835.0,19892.0
234,15.0,1.0,2.0,12.0,23610.0,5691.0,20796.0,3389.0,19006.0
235,17.0,1.0,2.0,14.0,29385.0,15306.0,1483.0,20684.0,7373.0
236,18.0,1.0,2.0,14.0,27224.0,16985.0,7002.0,30043.0,20572.0
237,20.0,1.0,2.0,17.0,20194.0,12515.0,5092.0,30693.0,23782.0
238,13.0,1.0,2.0,9.0,15729.0,11890.0,8307.0,4980.0,1909.0
239,12.0,1.0,2.0,9.0,3328.0,3329.0,3586.0,4099.0,4868.0
240,14.0,1.0,2.0,11.0,15759.0,19600.0,23697.0,28050.0,32659.0
241,14.0,1.0,2.0,12.0,20254.0,27935.0,3104.0,11297.0,19746.0
242,18.0,1.0,2.0,13.0,16813.0,28334.0,7343.0,19376.0,31665.0
243,18.0,1.0,2.0,15.0,5436.0,20797.0,3646.0,19519.0,2880.0
244,16.0,1.0,2.0,15.0,25030.0,10183.0,28360.0,14025.0,32714.0
245,18.0,1.0,2.0,17.0,11349.0,342.0,22359.0,11864.0,1625.0
246,11.0,1.0,2.0,6.0,22500.0,15333.0,8422.0,1767.0,28136.0
247,14.0,1.0,2.0,10.0,25715.0,22388.0,19317.0,16502.0,13943.0
248,15.0,1.0,2.0,10.0,20994.0,21507.0,22276.0,23301.0,24582.0
249,15.0,1.0,2.0,11.0,23180.0,26253.0,29582.0,399.0,4240.0
250,16.0,1.0,2.0,13.0,16155.0,23068.0,30237.0,4894.0,12575.0
251,16.0,1.0,2.0,13.0,1194.0,11947.0,22956.0,1453.0,12974.0
252,18.0,1.0,2.0,16.0,11065.0,25658.0,7739.0,22844.0,5437.0
253,11.0,1.0,2.0,8.0,13000.0,31433.0,17354.0,3531.0,22732.0
